venueId,latitude,longitude,venueCategoryId,venueCategory,timezoneOffset,utcTimestamp
4b422afbf964a5200bce25e3,40.58532515,-73.9520234,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,19-21-00
4b4b7979f964a520249d26e3,40.74837051,-73.98568869,4bf58dd8d48988d198941735,College Academic Building,-240,19-21-10
4df53b7bd4c01ff6b2f262ec,40.94175915,-74.01238511,4bf58dd8d48988d103941735,Home (private),-240,19-21-58
4eb4ce184901cef9d84576f8,40.61848447,-73.75366953,4bf58dd8d48988d103941735,Home (private),-240,19-24-28
4c81086adc018cfaa883c16c,40.70242744,-73.99048448,4bf58dd8d48988d124941735,Office,-240,19-25-03
45d1a484f964a520af421fe3,40.74277821,-73.99833798,4bf58dd8d48988d1e0931735,Coffee Shop,-240,19-26-11
40abf500f964a52035f31ee3,40.73083612,-73.99764061,4bf58dd8d48988d163941735,Park,-240,19-29-18
4bd44b84a8b3a5937e7f6b5f,40.81348443,-74.07433033,4bf58dd8d48988d189941735,Stadium,-240,19-29-47
4f67c6d5e4b0e34eb630101a,40.75568181,-73.88307006,4bf58dd8d48988d103941735,Home (private),-240,19-30-41
4a3d4aecf964a52012a21fe3,40.75850534,-73.97652626,4bf58dd8d48988d132941735,Church,-240,19-33-21
4e5c09011f6e89370a22a4e1,40.70247981,-73.79981204,4bf58dd8d48988d162941735,Other Great Outdoors,-240,19-33-52
4459d2f1f964a520d7321fe3,40.68968494,-74.17938709,4bf58dd8d48988d1ed931735,Airport,-240,19-33-58
4a737bf8f964a52091dc1fe3,40.707149,-73.99057,4bf58dd8d48988d12a951735,Train Station,-240,19-35-24
49c27575f964a520f1551fe3,40.73652697,-73.99055958,4bf58dd8d48988d1fa941735,Food & Drink Shop,-240,19-36-05
4c6b02f46d390f4717d3099a,40.7356185,-73.99721414,4bf58dd8d48988d198941735,College Academic Building,-240,19-37-28
4c4dcaa49efabe9a41cc1569,40.65556632,-74.00839411,4bf58dd8d48988d124941735,Office,-240,19-38-10
4bc7afbc14d7952160ee67e9,40.74434648,-73.99543065,4d1cf8421a97d635ce361c31,Tanning Salon,-240,19-38-16
49e7c7c6f964a5201b651fe3,40.7111095,-74.00504351,4bf58dd8d48988d1ae941735,University,-240,19-40-08
4c922cde7f3b8cfadacca21e,40.95158381,-74.08855677,4bf58dd8d48988d1ab941735,Student Center,-240,19-40-48
4ddfe92e8877e0877e661125,40.8962127,-73.87670483,4bf58dd8d48988d162941735,Other Great Outdoors,-240,19-45-22
4a888403f964a520bb0620e3,40.738949,-73.989828,4bf58dd8d48988d175941735,Gym / Fitness Center,-240,19-47-43
4a494ce4f964a5202cab1fe3,40.74019488,-73.98346494,4bf58dd8d48988d1ae941735,University,-240,19-50-32
4e555a38b0fb1e5686bd6646,40.80050589,-74.2041839,4f2a23984b9023bd5841ed2c,Moving Target,-240,19-50-54
4e6f593d88779c905de9cfa7,40.791172,-73.944024,4bf58dd8d48988d13b941735,School,-240,19-54-09
42829c80f964a5206a221fe3,40.75280621,-73.97717535,4bf58dd8d48988d129951735,Train Station,-240,19-54-55
4b93d226f964a520625334e3,40.66479595,-73.92295351,4bf58dd8d48988d129951735,Train Station,-240,19-57-44
4df2f04dd4c01ff6b2eaca87,40.66421142,-73.91474955,4bf58dd8d48988d162941735,Other Great Outdoors,-240,19-58-01
4edac72c61af8a14b6d7f7a2,40.79924638,-73.93220767,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),-240,19-59-57
4b8fbf80f964a5202a6033e3,40.841927,-73.873511,4bf58dd8d48988d1fd931735,Subway,-240,20-00-37
4c23e755f7ced13a3dfd216d,40.83260434,-73.86046496,4bf58dd8d48988d118951735,Food & Drink Shop,-240,20-03-56
4a6ddef7f964a52033d31fe3,40.83487295,-74.22620649,4bf58dd8d48988d175941735,Gym / Fitness Center,-240,20-04-11
4eda1085f5b921398839dd94,40.73569746,-73.81249842,4bf58dd8d48988d103941735,Home (private),-240,20-04-26
4c1836421436a593271a8d75,40.7575648,-73.96864592,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),-240,20-05-46
4d262ad8b7d5236a10401009,40.70024353,-73.9411211,4bf58dd8d48988d1fd931735,Subway,-240,20-05-56
4a06f10df964a5200c731fe3,40.72098907,-73.98104875,4bf58dd8d48988d146941735,Deli / Bodega,-240,20-05-56
4cf2622de9425481cbe96fc5,40.77226863,-73.93010371,4bf58dd8d48988d103941735,Home (private),-240,20-07-05
4ec36fc4754a58e0f97f1766,40.83991797,-73.87893677,4f2a25ac4b909258e854f55f,Neighborhood,-240,20-07-48
481dfa3af964a5207f4f1fe3,40.75261955,-73.99336294,4bf58dd8d48988d1fa931735,Hotel,-240,20-08-03
4cdc8c7699026dcb4a0c1481,40.74404732,-73.98402737,4bf58dd8d48988d175941735,Gym / Fitness Center,-240,20-08-04
4d66b1ef84f28cfa548a6e69,40.80494,-73.992149,4bf58dd8d48988d153941735,Burrito Place,-240,20-09-55
4a8a998af964a5202b0a20e3,40.70964742,-74.0105173,4bf58dd8d48988d1e0931735,Coffee Shop,-240,20-10-51
4a954328f964a520cf2220e3,40.70972827,-74.01076978,4bf58dd8d48988d124941735,Office,-240,20-11-05
4e2bada17d8b7deda6d3fda6,40.87097829,-73.82876809,4f2a25ac4b909258e854f55f,Neighborhood,-240,20-11-28
4b344fb5f964a520eb2625e3,40.86782694,-73.82703923,4bf58dd8d48988d1fd941735,Mall,-240,20-11-54
4b9ad23ef964a52006d935e3,40.78986319,-73.94593309,4bf58dd8d48988d16e941735,Fast Food Restaurant,-240,20-11-54
4f194039e4b0cfc595e6ee11,40.61249562,-73.98887973,4bf58dd8d48988d103941735,Home (private),-240,20-18-35
4f297e04a17c6fd5208ea108,40.75884666,-73.98955107,4bf58dd8d48988d116941735,Bar,-240,20-21-12
4165d880f964a5207e1d1fe3,40.70145732,-74.01321429,4e74f6cabd41c4836eac4c31,Ferry,-240,20-23-14
4a34038ef964a520929b1fe3,40.76147154,-73.96677375,4bf58dd8d48988d112951735,Hardware Store,-240,20-26-32
4e300d723151250387b61125,40.72634865,-73.98415715,4bf58dd8d48988d1c9941735,Ice Cream Shop,-240,20-27-44
462d15a3f964a520e7451fe3,40.84835184,-73.83081858,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,20-27-50
4bdc528dfed22d7fcea057c9,40.60189765,-73.99352074,4bf58dd8d48988d1fd931735,Subway,-240,20-38-15
4e63eda6b3ad629a3a9d1309,40.69321218,-73.93010371,4bf58dd8d48988d103941735,Home (private),-240,20-38-46
4ecc046b0e61aaf0384f19c4,40.7394648,-74.00265604,4bf58dd8d48988d1e0931735,Coffee Shop,-240,20-40-33
4c6fc1379375a0930fc70437,40.79889202,-74.11812338,4bf58dd8d48988d103941735,Home (private),-240,20-41-37
49e4a677f964a52014631fe3,40.702345,-73.9906849,4bf58dd8d48988d1e0931735,Coffee Shop,-240,20-43-37
45a62f89f964a52003411fe3,40.71800153,-73.9902829,4bf58dd8d48988d142941735,Asian Restaurant,-240,20-45-37
4b77007bf964a5204b732ee3,40.931951,-74.132019,4bf58dd8d48988d114951735,Bookstore,-240,20-45-56
4a8c017df964a520dc0c20e3,40.75269756,-73.99003613,4bf58dd8d48988d124941735,Office,-240,20-48-35
4e220e09ae6015b212acbc5b,40.91733204,-74.18858249,4bf58dd8d48988d103941735,Home (private),-240,20-49-53
3fd66200f964a520def11ee3,40.7352825,-73.99040315,4bf58dd8d48988d163941735,Park,-240,20-50-42
4ec56c366c254debeb50c1c4,40.73506259,-73.99080514,4bf58dd8d48988d1e4941735,Campground,-240,20-50-58
4bd6f47d29eb9c7462db95e1,40.8900283,-74.07025337,4bf58dd8d48988d1f9931735,Road,-240,20-54-05
4ea5a1bcf7909c68df719911,40.69351488,-73.99171189,4bf58dd8d48988d197941735,College Academic Building,-240,20-55-04
4a991c59f964a520662d20e3,40.95634252,-74.06902772,4bf58dd8d48988d1fd941735,Mall,-240,20-56-14
4ec7ef6a93ad41338d60c36a,40.61848447,-73.75366953,4bf58dd8d48988d103941735,Home (private),-240,20-57-14
4f4f883fe4b0e5248151646b,40.61848447,-73.75366953,4bf58dd8d48988d103941735,Home (private),-240,20-57-27
4b8411c4f964a520bd1e31e3,40.75005298,-73.97360802,4bf58dd8d48988d124941735,Office,-240,20-58-08
4ae23a21f964a5200a8c21e3,40.74902921,-73.99237186,4bf58dd8d48988d101941735,Gym / Fitness Center,-240,21-00-07
4f2729f9e4b067a3297bbda6,40.7451207,-73.99247516,4bf58dd8d48988d125941735,Office,-240,21-00-29
4b5a54c4f964a520cebd28e3,40.61252119,-73.91296404,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,21-01-31
4f23799ee5e87114ad3af2ad,40.6612058,-73.88063192,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),-240,21-02-39
4a478d19f964a520d2a91fe3,40.64440554,-74.07295704,4e74f6cabd41c4836eac4c31,Ferry,-240,21-03-26
4b0737c3f964a520e4f922e3,40.75650613,-73.98802757,4bf58dd8d48988d1fd931735,Subway,-240,21-09-19
4c60606413791b8dc5624faf,40.78684822,-73.78910395,4bf58dd8d48988d1f9931735,Road,-240,21-12-23
4ad68321f964a5208e0721e3,40.73977359,-74.00257587,4bf58dd8d48988d1fd931735,Subway,-240,21-12-36
41390580f964a520dc1a1fe3,40.74201604,-74.00516337,4bf58dd8d48988d1fa941735,Food & Drink Shop,-240,21-14-08
4a07ac6af964a5208f731fe3,40.91733544,-74.07566071,4bf58dd8d48988d1fd941735,Mall,-240,21-14-12
4f612184e4b01b3ebd898091,40.75696158,-73.98982379,4bf58dd8d48988d1f6931735,General Travel,-240,21-15-12
4ad684abf964a520970721e3,40.75047562,-73.94028425,4bf58dd8d48988d1fd931735,Subway,-240,21-15-27
4b48c4a8f964a520195626e3,40.7373,-74.03744,4bf58dd8d48988d119951735,Food & Drink Shop,-240,21-24-48
4b3a1855f964a520026125e3,40.69147465,-73.98738384,4bf58dd8d48988d1fd931735,Subway,-240,21-27-43
49c943d2f964a5204f581fe3,40.74621884,-73.98151936,4bf58dd8d48988d175941735,Gym / Fitness Center,-240,21-31-50
4acfc371f964a520d2d520e3,40.68430738,-73.9775978,4bf58dd8d48988d1fd931735,Subway,-240,21-32-16
4ae6258af964a52013a521e3,40.81554068,-73.95842347,4bf58dd8d48988d1fd931735,Subway,-240,21-32-59
4a68fff8f964a5206dcb1fe3,40.800356,-73.94687168,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,21-33-17
4e80a57429c2299aa3addd5d,40.94709963,-74.072561,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,21-33-27
4a9ae1cef964a520543320e3,40.82809887,-73.93391132,4bf58dd8d48988d1df941735,Bridge,-240,21-33-56
4b2ac07af964a520ecae24e3,40.71814377,-74.00015652,4bf58dd8d48988d1fd931735,Subway,-240,21-34-35
4a859ca3f964a520a5fe1fe3,40.75275186,-73.97305387,4bf58dd8d48988d11b941735,Bar,-240,21-35-09
4b16f47bf964a5201ac023e3,40.74803726,-73.94687176,4bf58dd8d48988d1fd931735,Subway,-240,21-35-42
3fd66200f964a52037e31ee3,40.71446409,-73.99911582,4bf58dd8d48988d145941735,Chinese Restaurant,-240,21-36-12
4f1a558ae4b0d7904185f778,40.96541694,-74.06288376,4bf58dd8d48988d1d6941735,Bar,-240,21-36-37
4283ee00f964a520ce221fe3,40.76355592,-73.97286773,4bf58dd8d48988d1f3941735,Toy / Game Store,-240,21-38-24
4e7ea6e793adeda960d078c3,40.93508142,-73.96537147,4bf58dd8d48988d103941735,Home (private),-240,21-38-34
4ad4b49af964a520c4e820e3,40.75356409,-73.97953033,4bf58dd8d48988d1a8941735,General College & University,-240,21-38-52
4b02c41cf964a520c14922e3,40.71178449,-74.00208235,4bf58dd8d48988d12e941735,Government Building,-240,21-42-39
4acf58baf964a52028d320e3,40.71421606,-74.00596619,4f2a25ac4b909258e854f55f,Neighborhood,-240,21-42-52
4bdc9fb73904a59345084f9e,40.71343536,-73.95807266,4f2a25ac4b909258e854f55f,Neighborhood,-240,21-44-32
4c64e410cdb6e21ebed7333e,40.88899013,-74.05581236,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),-240,21-44-53
4bec4056fd60a5932dba3af1,40.910894,-74.031547,4bf58dd8d48988d124941735,Office,-240,21-46-15
4a4d10fbf964a52082ad1fe3,40.67837611,-73.90339851,4bf58dd8d48988d1fd931735,Subway,-240,21-48-45
4f7a46d8e4b0c69aa3802c19,40.76028084,-73.95057116,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),-240,21-50-19
4e38657bd4c0dc7ad2efc4d9,40.63404533,-74.14161271,4bf58dd8d48988d103941735,Home (private),-240,21-51-09
4e405e39483b04e17abb677f,40.63129906,-73.95096149,4bf58dd8d48988d100941735,Convention Center,-240,21-51-16
4daab34b43a1128196fe7329,40.90266454,-74.00578886,4bf58dd8d48988d162941735,Other Great Outdoors,-240,21-52-54
4b61052df964a52066062ae3,40.7312265,-73.98887973,4bf58dd8d48988d103941735,Home (private),-240,21-53-00
4c4f5881eaa1be9abdf1c345,40.89690578,-74.03017044,4bf58dd8d48988d1ae941735,University,-240,21-54-09
4a97e23df964a520db2920e3,40.77799852,-73.95386021,4bf58dd8d48988d175941735,Gym / Fitness Center,-240,21-54-39
4840fe6bf964a52030501fe3,40.7572213,-73.99154663,4bf58dd8d48988d1fe931735,Bus Station,-240,21-55-10
4a63d085f964a520dac51fe3,40.74911015,-73.98845673,4bf58dd8d48988d129951735,Train Station,-240,21-55-39
4e8a24187ee6c0611788114e,40.75602574,-73.97033335,4bf58dd8d48988d124941735,Office,-240,21-55-54
4a0ad357f964a520ae741fe3,40.75557964,-73.97086143,4bf58dd8d48988d1c1941735,Mexican Restaurant,-240,21-56-19
4b53672bf964a520199b27e3,40.764016,-73.82947598,4bf58dd8d48988d118951735,Food & Drink Shop,-240,21-58-10
4e602d907d8b854088aa523c,40.834873,-74.225148,4bf58dd8d48988d1d6941735,Bar,-240,21-59-28
4840fef8f964a52031501fe3,40.81143815,-74.06779647,4bf58dd8d48988d184941735,Stadium,-240,22-02-54
4e575fe418a802f9c8b815d1,40.64250711,-73.88739669,4bf58dd8d48988d161941735,Other Great Outdoors,-240,22-05-19
4c1918c7fe5a76b07b0f0315,40.77912607,-73.95490489,4bf58dd8d48988d16c941735,Burger Joint,-240,22-07-37
4b376908f964a520ef4025e3,40.8168158,-73.9413925,4bf58dd8d48988d132941735,Church,-240,22-08-14
49b7ed6df964a52030531fe3,40.75648987,-73.98626804,4bf58dd8d48988d164941735,Plaza,-240,22-12-27
4a1f0bf5f964a520fb7b1fe3,40.677036,-73.972353,4bf58dd8d48988d175941735,Gym / Fitness Center,-240,22-13-21
4a663f7cf964a52046c81fe3,40.70919832,-74.01118577,4bf58dd8d48988d163941735,Park,-240,22-14-57
4558b83bf964a5204b3d1fe3,40.74272122,-73.9927621,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,22-16-16
4dfdcb64227185f38b9979e8,40.76071686,-73.91834636,4bf58dd8d48988d103941735,Home (private),-240,22-16-37
4b240a1ff964a520b25f24e3,40.73228891,-74.01051196,4bf58dd8d48988d163941735,Park,-240,22-18-05
4a4821f5f964a52095aa1fe3,40.76117086,-74.01128769,4bf58dd8d48988d1f9931735,Road,-240,22-18-09
4b61a925f964a520231c2ae3,40.66263818,-73.90887022,4bf58dd8d48988d12a951735,Train Station,-240,22-18-10
4b2d93a9f964a5201fd924e3,40.73158409,-74.00021553,4bf58dd8d48988d1fd931735,Subway,-240,22-18-59
4ef6571c722e34060e72b97f,40.96532878,-74.06292392,4bf58dd8d48988d14e941735,American Restaurant,-240,22-19-38
4c2271ee9085d13a1c5886cc,40.61960195,-74.00806702,4bf58dd8d48988d1e0931735,Coffee Shop,-240,22-19-43
4eb9f83ccc21a9a7a1b2c579,40.82998414,-73.98887973,4bf58dd8d48988d103941735,Home (private),-240,22-19-59
4dda5f517d8b32266434825b,40.75615113,-73.978965,4bf58dd8d48988d124941735,Office,-240,22-20-11
4b688176f964a520b47c2be3,40.75531235,-73.98122092,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,22-21-31
4eda64ced5fb8f213a5d740e,40.74611902,-73.99307013,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,22-23-50
40d38200f964a52041011fe3,40.75485026,-73.98800494,4bf58dd8d48988d114951735,Bookstore,-240,22-24-41
4bd62c5b5631c9b65383a530,40.7991943,-74.09895296,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,22-26-51
4b79cb4af964a5207a122fe3,40.77943655,-73.80902767,4bf58dd8d48988d162941735,Other Great Outdoors,-240,22-29-17
4e275a6d1f6e88a154577bf0,40.777543,-73.813097,4bf58dd8d48988d117951735,Candy Store,-240,22-29-31
4b82fa73f964a52090f030e3,40.75313016,-73.97621627,4bf58dd8d48988d1ff941735,Miscellaneous Shop,-240,22-30-32
3fd66200f964a52093e81ee3,40.75811657,-73.99289984,4bf58dd8d48988d16d941735,Café,-240,22-30-59
4df2c095d22d8c5470dba3ae,40.80713952,-74.17684116,4bf58dd8d48988d103941735,Home (private),-240,22-36-32
4b76ed15f964a520366b2ee3,40.77792543,-73.96661282,4bf58dd8d48988d106941735,Gym / Fitness Center,-240,22-36-44
4c7d8a41d461a1438b857df5,40.76169544,-73.92852213,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,22-37-01
4b9bf681f964a520183b36e3,40.85215695,-74.0043354,4bf58dd8d48988d118951735,Food & Drink Shop,-240,22-39-02
49c9439bf964a5204e581fe3,40.73757,-74.0017,4bf58dd8d48988d175941735,Gym / Fitness Center,-240,22-40-04
4a935020f964a5208a1f20e3,40.75538459,-73.92262459,4bf58dd8d48988d102941735,Gym / Fitness Center,-240,22-44-10
4ef0e7cf7beb5932d5bdeb4e,40.72416908,-73.99721146,4bf58dd8d48988d125941735,Office,-240,22-45-05
3fd66200f964a520b6e71ee3,40.76502267,-73.98019552,5032792091d4c4b30a586d5c,Concert Hall,-240,22-45-12
4df6ad65c65b87473b0518e8,40.7435646,-73.98216215,4bf58dd8d48988d1a3941735,College Academic Building,-240,22-45-18
4afb4334f964a520791c22e3,40.9510571,-74.08986568,4bf58dd8d48988d1a2941735,Community College,-240,22-46-21
4bc39a73461576b0e8e17e32,40.94931792,-74.08792872,4bf58dd8d48988d1a8941735,General College & University,-240,22-46-33
4e7f79e9754afa2da1adec7f,40.87454171,-74.0946311,4bf58dd8d48988d103941735,Home (private),-240,22-46-54
4d4fea287ee1a35d65138034,40.81866125,-74.18858249,4bf58dd8d48988d103941735,Home (private),-240,22-48-10
4b82ac15f964a520a5dd30e3,40.79263096,-74.20009375,4bf58dd8d48988d129951735,Train Station,-240,22-49-25
4e1529cffa764fb14ae5558e,40.77519536,-73.81249842,4bf58dd8d48988d103941735,Home (private),-240,22-50-06
4f2f24a2e4b01982f2cbf8b9,40.77519536,-73.81249842,4bf58dd8d48988d103941735,Home (private),-240,22-50-19
4ad77a2bf964a520280b21e3,40.71948549,-74.04270172,4bf58dd8d48988d129951735,Train Station,-240,22-51-58
4b996536f964a520467835e3,40.71789169,-73.99794102,4f2a25ac4b909258e854f55f,Neighborhood,-240,22-52-04
49cbb6f9f964a5200f591fe3,40.75831462,-73.97728379,4bf58dd8d48988d1f6941735,Department Store,-240,22-53-35
4de45622c65b7a3e21485ecf,40.73132217,-74.05938719,4bf58dd8d48988d103941735,Home (private),-240,22-54-06
4bbe675182a2ef3bf7542bd2,40.73416939,-74.02823925,4bf58dd8d48988d1fc931735,Light Rail,-240,22-54-24
4b4cd39ff964a5207ac026e3,40.74581151,-73.98004438,4bf58dd8d48988d198941735,College Academic Building,-240,22-54-55
4a5f5a54f964a52071bf1fe3,40.70819,-74.00648,4bf58dd8d48988d175941735,Gym / Fitness Center,-240,22-57-11
4abbe19ef964a520548520e3,40.73226701,-74.06304359,4bf58dd8d48988d129951735,Train Station,-240,23-00-45
4e053973636520fa74e59c42,40.6272943,-73.95361626,4bf58dd8d48988d103941735,Home (private),-240,23-02-42
42911d00f964a520f5231fe3,40.7507948,-73.99357639,4bf58dd8d48988d129951735,Train Station,-240,23-03-23
4ba82484f964a52051ce39e3,40.6605368,-74.17144322,4bf58dd8d48988d1fd941735,Mall,-240,23-04-08
4c2cdf2d8ef52d7fed9933ba,40.75850534,-73.98914337,4bf58dd8d48988d1fa931735,Hotel,-240,23-04-11
4b105b45f964a520916e23e3,40.63505531,-74.01172221,4bf58dd8d48988d1fd931735,Subway,-240,23-05-56
4a4138ebf964a520f9a41fe3,40.74490102,-73.99805899,4bf58dd8d48988d17f941735,Movie Theater,-240,23-06-05
4b86926ef964a520209031e3,40.74862247,-74.03892517,4bf58dd8d48988d1fc931735,Light Rail,-240,23-06-27
4a92a28ff964a520451d20e3,40.78322232,-73.8334465,4bf58dd8d48988d1f6941735,Department Store,-240,23-06-58
4c6bf59399b9236af82ce1c9,40.86679532,-74.10016537,4bf58dd8d48988d1f6941735,Department Store,-240,23-07-43
49f76cc2f964a5209d6c1fe3,40.73420076,-74.16483829,4bf58dd8d48988d129951735,Train Station,-240,23-08-10
451287ebf964a520a1391fe3,40.74119772,-74.00239166,4bf58dd8d48988d125941735,Office,-240,23-10-35
4c138eb6f1e0b7136cab34bc,40.71994085,-73.95129204,4bf58dd8d48988d187941735,Stadium,-240,23-13-16
412d2800f964a520df0c1fe3,40.77142562,-73.97350073,4bf58dd8d48988d163941735,Park,-240,23-13-24
4c2603d9905a0f47456c6260,40.76305616,-73.74328136,4bf58dd8d48988d1f9931735,Road,-240,23-14-00
49f3417bf964a5207a6a1fe3,40.74442474,-73.99649232,4bf58dd8d48988d176941735,Gym / Fitness Center,-240,23-14-46
477a3514f964a520214d1fe3,40.73115587,-73.98872765,4bf58dd8d48988d14e941735,American Restaurant,-240,23-15-02
4e15ee97814dbda3c8f946a8,40.84494498,-74.0946311,4bf58dd8d48988d103941735,Home (private),-240,23-15-18
